ID;ACCESSION;SOURCE;ORGANISM;AUTHORS;TITLE;Assembly Method;Sequencing Technology;Location/Qualifiers;genotype;organism;mol_type;isolation_source;host;country;note
1995044471;MW355381;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7320;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995044467;MW355380;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7257;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995044463;MW355379;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7165;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995044459;MW355378;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7225;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995044455;MW355377;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7153;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995044451;MW355376;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7278;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995044447;MW355375;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7294;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995044443;MW355374;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7197;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995044439;MW355373;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7239;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995044435;MW355372;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7165;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995044431;MW355371;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7277;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995044427;MW355370;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7171;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995044423;MW355369;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7182;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995044419;MW355368;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7215;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995044415;MW355367;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7196;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995044411;MW355366;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7236;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995044407;MW355365;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7191;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995044403;MW355364;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7163;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995044399;MW355363;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7252;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995044395;MW355362;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7165;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995044391;MW355361;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7207;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995044387;MW355360;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7159;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995044383;MW355359;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7167;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995044379;MW355358;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7262;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995044375;MW355357;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7225;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995044371;MW355356;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7284;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995044367;MW355355;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7318;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995044363;MW355354;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7177;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995044359;MW355353;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7244;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995044355;MW355352;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7293;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995044351;MW355351;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7321;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995044347;MW355350;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7251;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995044343;MW355349;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7323;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995044339;MW355348;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7284;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995044335;MW355347;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7167;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995044331;MW355346;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7256;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995044327;MW355345;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7239;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995044323;MW355344;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7169;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995044319;MW355343;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7240;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995044315;MW355342;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7376;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995044311;MW355341;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7231;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995044307;MW355340;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7393;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995044303;MW355339;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7291;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995044299;MW355338;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7177;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995044295;MW355337;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7179;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995044291;MW355336;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7263;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995044287;MW355335;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7155;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995044283;MW355334;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7228;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995044279;MW355333;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7178;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995044275;MW355332;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7292;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995044271;MW355331;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7354;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995044267;MW355330;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7256;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995044263;MW355329;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7323;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995044259;MW355328;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7166;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995044255;MW355327;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7169;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995044251;MW355326;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7262;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995044247;MW355325;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7247;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995044243;MW355324;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7255;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995044239;MW355323;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7224;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995044235;MW355322;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7259;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995044231;MW355321;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7170;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995044227;MW355320;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7165;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995044223;MW355319;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7167;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995044219;MW355318;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7324;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995044215;MW355317;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7165;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995044211;MW355316;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7189;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995044207;MW355315;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7255;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995044203;MW355314;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7177;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995044199;MW355313;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7145;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995044195;MW355312;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7167;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995044191;MW355311;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7227;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995044187;MW355310;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7273;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995044183;MW355309;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7163;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995044179;MW355308;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7256;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995044175;MW355307;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7242;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995044171;MW355306;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7266;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995044167;MW355305;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7243;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995044163;MW355304;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7163;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995044159;MW355303;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7148;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995044155;MW355302;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7154;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995044151;MW355301;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7365;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995044147;MW355300;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7166;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
1995044143;MW355299;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Dimeglio,C., Migueres,M., Jeanne,N., Latour,J.,
";"Classification of the Zoonotic Hepatitis E Virus Genotype 3 Into
";NA;NA;         1..7273;NA;"""Hepeviridae""";"""genomic RNA""";"""blood""";NA;"""France""";"""genotype: 3.0"""
